#erel:= 0.800;
#emax:= 1243.281;
#q:= 0.000;
#nesce:=    66;
#etime:= 1.276;
#snodes:=  1219;
param nS:=   100;
param nSG:=    30;
param nRVSG :=
 1 24    4 24    7  2   10  2   13  2   16  2   19  2   22  2   25  2   28  2
 2 24    5  2    8  2   11  2   14  2   17  2   20  2   23  2   26  2   29  2
 3 24    6  2    9  2   12  2   15 12   18  2   21  2   24  2   27  2   30 24
;

param ScenF :=
  1  84.8461      46   7.35805     91 108.945      136   0.2456
  2  82.6792      47   2.76086     92 103.691      137   0.464541
  3  59.5708      48   0           93 102.531      138   0.199
  4  51.4702      49  61.3239      94 109.392      139   0.437599
  5  45.3035      50  63.1154      95 106.965      140   0.1242
  6  32.3503      51  54.5061      96  87.0197     141   0.40903
  7  31.2274      52  36.4606      97   0.307582   142   0.0339
  8  49.1394      53  38.3815      98   0          143   0.404189
  9  33.3607      54  39.5312      99   0.393132   144   0
 10  30.3777      55  57.9852     100   0          145   0.423796
 11  14.7934      56  62.1105     101   0.530405   146   0
 12   0           57  46.7656     102   0          147   0.441375
 13   0.843618    58  26.8784     103   0.63863    148   0
 14  25.3328      59   0          104   0          149   0.438317
 15  51.463       60   0          105   0.65041    150   0
 16  59.627       61   0          106   0          151   0.423472
 17  71.6907      62   0          107   0.614907   152   0
 18  88.2257      63   0          108   0          153   0.412859
 19  99.9089      64   0.868259   109   0.598652   154   0
 20  85.8081      65   0          110   0          155   0.375073
 21  58.6969      66  10.5088     111   0.57788    156   0
 22  79.3336      67  13.3918     112   0.0245     157   0.750418
 23  86.7539      68  42.3828     113   0.584609   158   1.06282
 24  74.6022      69  82.7629     114   0.0999     159   0.476966
 25   4.37233     70  95.7606     115   0.585504   160   0.384566
 26   0           71 107.101      116   0.2022     161   3.83308
 27   0           72  85.8723     117  14.3434     162   1.91854
 28   0           73  73.4325     118  21.2064     163   0.981542
 29   0           74  97.5892     119  17.8473     164   0.531307
 30   0           75  96.3961     120  25.3625     165   0
 31   8.80252     76  88.2387     121  20.1048     166   0
 32  23.3671      77  73.4332     122  44.1564     167  41.8981
 33   0           78  63.3835     123  60.9835     168  66.5436
 34   0.276099    79  75.1205     124  84.2612     169  97.7822
 35  81.017       80  73.0153     125  81.9011     170   0
 36  59.0637      81  88.7149     126  91.8334     171   0
 37  50.7398      82  50.7578     127  95.7813     172  10.3993
 38  47.6887      83  19.4594     128  85.4444     173   0
 39  49.0604      84  15.6706     129   0.588267   174   4.76338
 40  51.5855      85   5.83484    130   0.3341     175  80.5438
 41  56.1161      86  21.4337     131   0.58076    176   0
 42  71.4312      87  19.2761     132   0.3357     177   0.237323
 43  56.294       88  13.3665     133   0.547388   178   0.367315
 44  10.2616      89  36.5709     134   0.2785     179   0.792761
 45   0           90  75.7265     135   0.502409   180   0.5969
;

param ScenO :=
  1 101.19        46   9.92        91 113.43       136   0.3
  2  91.36        47  10.2         92 117.48       137   0.252
  3  85.51        48  12.68        93 111.8        138   0.165
  4  85           49  91.19        94 102.84       139   0.27
  5  76.25        50  85.63        95 104.19       140   0.068
  6  75.12        51  79.1         96  98.2        141   0.311
  7  84.18        52  79.1         97   0.241      142   0.016
  8  87.14        53  71.25        98   0          143   0.403
  9  77.89        54  69.22        99   0.236      144   0
 10  40.1         55  79.1        100   0          145   0.498
 11  30           56  80.14       101   0.237      146   0
 12  19.99        57  72.89       102   0          147   0.583
 13   7.4         58  43.1        103   0.237      148   0
 14  24.77        59  33.71       104   0          149   0.604
 15  25.1         60  20.99       105   0.234      150   0
 16  30.3         61   7.4        106   0          151   0.61
 17  65.97        62  27.77       107   0.239      152   0
 18  94.73        63  25.1        108   0          153   0.588
 19 116.67        64  33.3        109   0.235      154   0
 20 114.01        65  69.68       110   0          155   0.566
 21 111.04        66  98.74       111   0.223      156   0
 22 102.54        67 110.84       112   0.056      157   0.457061
 23 100.2         68 113.97       113   0.179      158   0.084391
 24  95.24        69 111.04       114   0.215      159   0.281721
 25   9.92        70 102.54       115   0.178      160   0.138235
 26  14.6         71 102.2        116   0.393      161   0.363279
 27  17.52        72  99          117  20          162   0.072417
 28  17.8         73  95.61       118  35.04       163   0.356973
 29  22.16        74  88.14       119  25.43       164   0.179596
 30  22.72        75  83.98       120  42.06       165   0.133522
 31  18.2         76  82.6        121  76.54       166   0.056608
 32  16.72        77  70          122  96.73       167   0.022
 33  25.12        78  68.2        123 110.84       168   0.001001
 34  35.32        79  79.75       124 118.07       169   0
 35  22           80  80.1        125 111.14       170   0.367784
 36  14.96        81  64.31       126 103.4        171   0.484064
 37   9.2         82  40.13       127 102.2        172   3.11551
 38  15.16        83  34.14       128  97.21       173   0.444444
 39  16.56        84  14.99       129   0.187      174   0.186636
 40  25.12        85  10.96       130   0.505      175   0.737636
 41  34.24        86  27.39       131   0.192      176   0.990176
 42  25.12        87  18.33       132   0.441      177   0.674081
 43   9.92        88  30.31       133   0.202      178   0.60825
 44   9.92        89  65.97       134   0.339      179   0.897405
 45   9.92        90  96.14       135   0.228      180   0.25756
;

param Scen0 (tr)
 :    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	  100	  101	  102	  103	  104	  105	  106	  107	  108	  109	  110	  111	  112	  113	  114	  115	  116	  117	  118	  119	  120	  121	  122	  123	  124	  125	  126	  127	  128	  129	  130	  131	  132	  133	  134	  135	  136	  137	  138	  139	  140	  141	  142	  143	  144	  145	  146	  147	  148	  149	  150	  151	  152	  153	  154	  155	  156	  157	  158	  159	  160	  161	  162	  163	  164	  165	  166	  167	  168	  169	  170	  171	  172	  173	  174	  175	  176	  177	  178	  179	  180	:=
