#erel:= 0.800;
#emax:= 948.887;
#q:= 0.000;
#nesce:=    49;
#etime:= 1.180;
#snodes:=  1135;
param nS:=   100;
param nSG:=    30;
param nRVSG :=
 1 24    4 24    7  2   10  2   13  2   16  2   19  2   22  2   25  2   28  2
 2 24    5  2    8  2   11  2   14  2   17  2   20  2   23  2   26  2   29  2
 3 24    6  2    9  2   12  2   15 12   18  2   21  2   24  2   27  2   30 24
;

param ScenF :=
  1  96.7366      46   7.29671     91 173.462      136   0.3206
  2 108.409       47  37.5292      92 161.034      137   0.356791
  3  91.3012      48  55.5171      93 143.602      138   0.2097
  4  85.2013      49 120.146       94 148.272      139   0.296582
  5  97.0828      50 137.233       95 132.544      140   0.1198
  6  93.097       51 132.734       96 110.033      141   0.217388
  7  99.1454      52 133.943       97   0.310108   142   0.0237
  8 121.745       53 142.806       98   0          143   0.158392
  9 120.483       54 137.376       99   0.329397   144   0
 10 101.797       55 127.991      100   0          145   0.115821
 11  77.0516      56 143.383      101   0.325164   146   0
 12  62.4681      57 153.778      102   0          147   0.103441
 13  54.1015      58 166.642      103   0.296979   148   0
 14  56.5818      59 165.955      104   0          149   0.118018
 15  63.1361      60 136.623      105   0.271931   150   0
 16  67.1318      61 131.872      106   0          151   0.151368
 17  77.0711      62 151.748      107   0.231641   152   0
 18 102.051       63 152.244      108   0          153   0.18535
 19 123.429       64 140.416      109   0.195599   154   0
 20 120.104       65 174.885      110   0          155   0.191975
 21 110.817       66 217.363      111   0.18159    156   0
 22 114.769       67 226.508      112   0.0499     157   0
 23 108.303       68 185.195      113   0.202368   158   0.859029
 24 101.039       69 170.473      114   0.2136     159   0.911869
 25  19.9526      70 185.162      115   0.238039   160   0
 26  33.6466      71 151.272      116   0.3566     161   0
 27  24.8425      72 131.287      117 106.042      162   0
 28  28.9741      73  72.8708     118  98.3342     163   1.16306
 29  19.5492      74  97.4496     119  96.7047     164   0.756585
 30  15.4468      75  89.8461     120 113.449      165   0.349217
 31   1.94651     76  77.5798     121  95.2749     166   0.896315
 32  16.3208      77  70.0854     122 147.83       167   0
 33   0           78  71.1623     123 190.389      168   0
 34   0           79  87.9361     124 191.68       169   0
 35  27.1898      80  93.5111     125 155.47       170 185.446
 36  27.7033      81 118.864      126 140.199      171   0
 37  32.1874      82  88.041      127 114.099      172  53.5482
 38  38.5343      83  84.9245     128 100.551      173   0
 39  34.9287      84  76.4328     129   0.308627   174   0
 40  30.9453      85  70.9105     130   0.4457     175  71.7389
 41  23.5177      86  89.7414     131   0.372839   176   0
 42  36.7719      87  98.6773     132   0.4243     177   0.387408
 43  34.0667      88  93.7217     133   0.3999     178   0.408653
 44   0           89 107.435      134   0.3721     179   0.727191
 45   0           90 150.11       135   0.390607   180   1.01915
;

param ScenO :=
  1 106.54        46   9.92        91 151.39       136   0.434
  2  95.72        47   9.92        92 144.66       137   0.334
  3  94.01        48   9.92        93 123.49       138   0.337
  4  99.32        49 122.04        94 124.48       139   0.337
  5 100.2         50 116.3         95 115.31       140   0.182
  6 107.61        51 112.83        96 111.73       141   0.317
  7 109.9         52 110.23        97   0.217      142   0.037
  8 122.76        53 104.91        98   0          143   0.324
  9 127.51        54 107.53        99   0.225      144   0
 10 120.04        55 122.41       100   0          145   0.315
 11 105.6         56 124.39       101   0.235      146   0
 12  95           57 132.64       102   0          147   0.282
 13  90           58 119.2        103   0.235      148   0
